threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,22.377400000000048,22.377400000000048,3.9,125,5.215250155669731e-11,22.377400000000048,22.377399999947894,5.2153836804791354e-11
1,7.366,22.377400000000048,3.9,2,260.8724832214765,22.377400000000048,-253.50648322147651,275.88388322147654
2,7.366,22.377400000000048,3.9,1,260.8724832214765,22.377400000000048,-253.50648322147651,275.88388322147654
3,9.906,22.377400000000048,3.9,1,-793.1812080536913,22.377400000000048,803.0872080536913,-780.7098080536912
4,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
5,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
6,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
7,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
8,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
9,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
10,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
11,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
12,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
13,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
14,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
15,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
16,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
17,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
18,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
19,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
20,0,22.377400000000048,3.9,0,0,22.377400000000048,0,22.377400000000048
